Tree_ID,Easting,Northing,first_year,nests_at_first
83eac353481a,518583,173585,2013,2
83eacf852cc9,519867,173890,2014,1
83f222a9dd42,520303,172745,2020,3
83f6f8292e0c,520350,173180,2018,1
83ff37fcdb49,518819,172700,2014,1
84061f37ed11,519821,173452,2020,4
84221f1f0adb,520040,171795,2016,1
8425d84b0cc3,518655,173176,2013,2
843219d2193c,519515,172051,2020,2
8437525fb638,519625,171513,2014,2
844690112252,520204,171803,2014,1
845f94654722,519634,173023,2014,9
846373af0104,519507,173934,2014,2
8464f02aef1b,519213,171437,2019,6
8467992dcde8,519059,171029,2013,1
847ad3e2a9ad,521210,173421,2018,8
8484301ea650,518924,172260,2015,3
84926435e7f1,519149,171516,2019,3
84b72cf7aebb,519891,171840,2014,3
84c1ee4b61e0,518903,172252,2017,6
84cecd5ce343,520680,174097,2013,3
84d8dfed3442,518627,172576,2015,3
84dee0033d04,521151,174235,2017,1
84ea7e330400,519121,170861,2013,4
84f91a1cd780,520035,171510,2016,14
850d17119bd6,518824,172669,2014,13
850f00835f95,520883,174396,2020,4
85106d2cc315,519552,174429,2013,17
851e82f0650f,519994,173904,2015,4
8524e7a96423,521011,174256,2020,1
852ca54b1ebc,519830,171065,2016,70
852fa182dff0,518692,172530,2015,2
853162728746,521370,173507,2014,1
854a39ef2533,518580,172699,2015,33
855188aea57b,520535,172883,2013,1
85554c244569,518838,172206,2018,1
8560f0f5310e,519794,171050,2014,14
8563c6f07a0a,520944,172026,2020,5
856af3f57bf4,518643,173470,2014,1
857a4d8925ab,519131,170808,2014,3
857eec2e313f,521182,173474,2018,10
858402be691b,520038,171804,2015,1
85a301cdf26b,519845,173961,2014,1
85a49712b2d6,519578,172798,2013,2
85a76c9ec46c,519536,174414,2020,3
85ab4f9e49c2,519969,171944,2017,2
85d39b95b794,518833,171919,2013,1
85da88533ecc,520475,171650,2015,4
86063a610de2,519728,173878,2013,1
8608bc1d6cda,519310,172470,2019,35
860a4ff7b521,520312,172645,2014,14
86117f2092d6,521240,173606,2018,5
861ab4d6965c,518701,172557,2016,5
86296e2e8040,520369,174430,2014,1
862a458ae093,518688,172762,2020,1
8637675e5122,519995,173608,2020,6
863eb4d06659,520804,172198,2020,1
865f63edfafb,518564,172784,2014,5
8675c142b3d8,521099,172271,2015,7
868e2f66707e,521455,173006,2015,7
86a1a1361c60,518849,172770,2014,8
86a86f0ab95b,519811,173913,2014,11
86b073d391f4,521151,172362,2015,8
86b943757754,519212,172309,2014,1
86bc66e846d5,519153,171699,2015,2
86c19a4359c2,518754,172554,2014,2
86d32a19ae27,519563,172070,2014,6
86d8ac81b7d4,521327,172391,2020,3
86d9be00404e,518835,171922,2014,3
86da71e5fb56,519995,172712,2016,7
86e3ed614171,519290,173737,2014,1
86e7ae25d0c2,519457,173364,2017,2
86f1195dd343,521017,173594,2015,1
86f9c1b64d14,519421,173967,2020,2
86fc51a4d8da,519554,174116,2014,28
87041e133797,519100,170871,2013,1
870ff10a09f6,519595,172068,2015,3
871328ff1432,519763,171940,2020,1
87190907d5e8,519308,174327,2016,1
871a49b43e1e,519659,172825,2020,4
871e40dd76b7,519281,173762,2017,11
872c1849fa18,518738,173141,2020,1
873070f2eba8,519963,174139,2013,1
8741fceae2c3,519313,171821,2016,39
87429d618e08,519610,171128,2014,5
8747a81715a7,519293,170580,2013,1
874ad0571452,519164,171723,2017,3
876f6789bea6,519728,174465,2020,3
87718a491a69,519849,171827,2020,1
87749e9dd5dc,519608,174110,2020,2
877782ac78a4,520337,172643,2013,1
878e35c28b7a,521365,172478,2014,1
879317856daa,520093,174405,2013,1
87a3536474e0,520231,171598,2014,4
87a5a74742fc,519243,172467,2016,2
87b538a7bda8,520037,172763,2015,5
87b6273d9b6e,519314,172605,2016,4
87bbe24b7875,518631,172931,2019,1
87c16f74a8f8,519175,170835,2017,4
87c58dcd2007,520344,172696,2019,1
87cc2775dbf5,521282,172677,2020,1
87ea1ca8950e,518664,173571,2019,3
87fb8c9d15db,520990,172100,2015,3
87fe94331002,519031,172754,2017,3
87ffe910f8d1,520603,173196,2015,1
88117396413c,519889,171090,2014,14
882d38480d12,521106,172203,2020,3
88389a06bdc5,520638,173780,2020,8
883ab70bd752,519511,172120,2015,3
88597e1c5e8f,521155,172294,2020,1
886a0f68a4ba,519908,171045,2015,7
8873e76bd81e,519065,170973,2015,2
88758b37f923,520031,171964,2020,1
887b7462c3d2,520317,173894,2013,4
887d58a61e8c,519599,171503,2020,1
88883c3786b2,519146,171962,2016,10
88af84283aa1,519578,170907,2013,3
88b2d9cc7e51,519951,171833,2020,1
88b53fc94947,519640,171071,2020,3
88bdf05602c1,519940,173806,2015,2
88c403ab9374,520814,173551,2017,12
88c6831a6aa5,520258,171666,2013,18
88c849b29437,521262,172867,2014,1
88db29b7b5d3,520734,174332,2019,11
88e54ee2c6cd,519424,173642,2020,8
88e564e980ec,521381,173250,2014,5
88f09d82ddac,519549,173445,2017,32
88f483e473b5,519024,172288,2018,2
88f63f4aa8a7,520014,173295,2019,1
88fd265db0cb,521241,173622,2014,1
890a5d8a6af7,520312,173187,2018,4
8917b300b7c6,519464,173367,2015,2
891854bf4900,519562,172665,2014,13
891bebb78202,519299,172693,2020,4
891d1d38fe68,519522,170597,2013,2
8922304f826e,521149,174103,2020,1
892d4a974c83,518702,172685,2020,2
892f3e608923,521295,173555,2013,2
89341d7e0975,519608,172947,2015,3
8935cc2cf78d,519904,173303,2018,2
89417d090e97,519612,171647,2016,1
8946fafce245,521045,172469,2019,14
894f6bbb3da0,519764,170998,2014,12
8969bfaa93d0,519694,171995,2019,1
8981543d8f08,519863,173444,2014,12
89815c3a14e5,519504,172716,2016,1
8985c270e555,520031,174077,2013,1
8989ceeaa163,519869,171710,2015,7
898c7db14cd2,521189,173507,2020,1
8997e06c97da,519666,171012,2014,3
899caa550c67,521264,173084,2017,4
89a49f8683d3,519132,170959,2017,1
89b0feac83ce,520929,174329,2020,4
89b99a7bfa3a,521069,173581,2013,5
89c03b4277a7,518845,172551,2013,3
89cb2607568f,520224,172586,2014,5
89cf31c9b5bd,520800,172198,2020,3
89d1729c66b9,519439,170679,2014,11
89d32f917cc9,519166,172662,2019,20
89dfd7a75a46,518899,172256,2018,3
89e340385a5c,519974,173817,2018,3
89e6fa9f1a75,519687,171812,2015,2
89ef64df85fd,519140,171996,2018,8
89f08439ab4c,519544,172734,2015,4
8a02503158d0,519965,173288,2014,1
8a04d93ee18b,518936,173787,2020,1
8a054fee2f32,519644,173651,2013,1
8a0c271eae54,520566,173283,2020,3
8a1e5eca2aab,519800,171956,2019,4
8a24d8c2f454,519257,170701,2013,2
8a297d1883f6,520009,173325,2017,5
8a2ad2dc2852,519436,170823,2013,2
8a2f6436c840,519174,170831,2019,1
8a2fba0072e5,519156,171706,2017,4
8a30b5c9cdd0,519227,174106,2013,2
8a34736eaac0,521137,172283,2015,5
8a353a574786,520588,173229,2019,4
8a386c8996a2,519884,172318,2019,11
8a41d08319fc,520666,174029,2020,2
8a4408a005e8,519716,173950,2018,2
8a4c8ca21c1a,519611,170682,2016,39
8a4db5cb6f26,519136,171693,2014,4
8a51f235e0f8,521245,173628,2020,1
8a6952ac0213,519727,173422,2014,1
8a71d497b653,519610,171793,2015,4
8a76a0aa4b31,520680,174047,2013,3
8a83e2705606,518749,172436,2016,3
8a8776b39f6c,519836,173843,2013,8
8a9db237fbec,518593,173189,2020,3
8aae1c5a6027,518791,172655,2019,5
8ab12f01c3a8,521123,173481,2020,1
8ac607246a28,520187,173310,2016,3
8acf0cd038d8,520759,173237,2013,2
8ad2eae27d86,520710,172067,2016,22
8ad7e7364a15,520742,174345,2013,1
8ad966b97eb4,519845,171942,2017,1
8ae6f3134eb2,520992,172277,2020,1
8af08166421d,520191,171832,2015,1
8afabf6619c7,519107,171019,2019,2
8b0905c156f4,519637,173303,2020,2
8b1e4bbcfba8,518930,171442,2014,1
8b28767bf658,519481,173362,2019,6
8b355bde591e,519207,174085,2015,1
8b50ddc6aef6,520020,172416,2016,3
8b556cd21a26,521060,173632,2013,2
8b55b4866dda,519965,173393,2018,2
8b597f915c21,520740,173541,2017,5
8b727ce6ea5f,521242,172836,2014,2
8b753418dd6e,520416,173447,2017,5
8b75978049d7,521159,172343,2014,10
8b79515b6425,520060,171247,2016,4
8b7ac749e452,518649,172734,2019,1
8b7fa22eeb26,520305,173293,2016,3
8b813ba17aaa,521115,173506,2020,2
8b8c241a9414,519411,170781,2014,1
8b8ec9755ef6,518937,173861,2020,1
8b9fadec6161,520576,173984,2014,3
8ba951a8428b,519168,171508,2019,1
8ba972cd203b,519573,173446,2018,11
8bb939deae1f,519314,170502,2020,2
8bbf89d8fb6f,518791,172327,2016,8
8bc21e042a32,521278,172417,2015,3
8bd1ebd8dc60,519907,171421,2014,1
8bd9c3e5492a,518528,172639,2020,1
8be55963c95f,519096,173769,2014,2
8bf2b6f47914,519314,172694,2016,1
8bf9443492bd,519713,171892,2020,3
8c1006adaee3,519147,171698,2019,2
8c129d5f984d,519706,174447,2014,2
8c14c055d355,520076,172720,2013,3
8c1dbd0f59af,521339,173850,2018,1
8c2579d5ed6c,518486,172991,2013,2
8c2fa530cac1,520848,174309,2015,1
8c309d18ffe0,518765,173497,2017,9
8c31154cff5d,519291,172693,2016,11
8c3b3164208d,520508,171827,2016,8
8c41d6a0f4b8,521331,173143,2020,2
8c51fc9186cb,521093,173140,2017,6
8c546045e564,521121,172252,2015,21
8c57d5bcdf67,518787,172238,2013,2
8c652c47e06d,519250,170879,2014,3
8c68a1506eb5,519591,170679,2016,6
8c782d1bae00,519666,171738,2014,1
8c800681d5e5,519504,174426,2014,13
8c84745cbd37,519646,171839,2015,3
8c87d22616de,520472,171805,2013,2
8c8a35b01c8b,518523,173609,2020,1
8ca0ad3a3852,519092,171643,2015,11
8cb4dc922a05,519969,173806,2014,1
8cb68e4d8c15,520003,172692,2016,8
8cc6a8ab60d1,519991,173553,2019,20
8ccf9c1837a0,519705,171386,2019,1
8cd599382241,519841,172205,2014,2
8cd9279ae5b6,519205,172281,2018,12
8ce31d12192f,519176,170709,2017,1
8ce71b5e873c,519621,171705,2019,7
8ce7fe6458fd,520886,172137,2016,12
8cf13a61571f,521167,174248,2013,1
8cf5f7aeab18,520796,174438,2019,20
8cf7d9800653,519485,173498,2015,7
8cf83205afb0,518827,173049,2018,1
8cfb7d760467,518623,173380,2014,5
8cfd35dd66dd,519570,172840,2015,4
8d005d191b17,519422,170561,2013,1
8d08fcaebae9,519200,172026,2018,61
8d0980cc29b7,518717,172583,2015,1
8d0f8da6fedd,520103,171420,2013,2
8d180c8b9a46,519152,170886,2019,1
8d1875172432,519895,173312,2018,5
8d2b083b88ac,519192,170741,2017,1
8d3eb245db8d,519312,172811,2014,2
8d5c0849cea6,521165,172400,2015,5
8d68ba322098,520028,172683,2016,4
8d7bb87b6fd8,519371,172513,2018,5
8d8e2e65831f,519714,173437,2019,21
8d8fbe399de6,519711,171888,2018,2
8d8ff1e8ef84,519544,173461,2018,9
8d938041438f,519554,172802,2016,7
8da9f6862897,520000,172700,2015,4
8dab59b5f133,519425,173076,2013,2
8dbe673218fe,518973,171357,2013,2
8dc8632a2431,519472,172634,2015,8
8dd54ad35313,519199,170706,2020,3
8dd82c711498,521294,172624,2020,1
8ddc7c0c9f42,519833,173669,2019,4
8ddc89d990d9,519696,172024,2018,1
8dde663186bd,521171,173580,2013,1
8dec664b42be,519940,174257,2013,1
8df0a6337ca1,520054,171944,2017,6
8dfe7952fe97,519079,172054,2016,1
8e01f5b5fb0f,520230,172590,2017,10
8e166df375ed,519469,171643,2014,6
8e20e7052cc0,519998,173936,2020,3
8e2d7b70b62c,519239,171085,2014,1
8e376d091952,519170,171722,2013,1
8e3c04bc331b,521032,173683,2017,2
8e3f182be03d,518936,172255,2015,1
8e50043c54b6,519162,171774,2015,3
8e5e02f1b7a0,519883,172328,2019,19
8e63e90bc5c3,518921,172249,2014,5
8e6a2df31041,518761,173253,2019,4
8e717e18a83e,519609,173475,2018,9
8e8b94b18870,519298,170597,2013,1
8e941d5afa0e,519779,171681,2015,3
8e97901eaa09,519826,171933,2015,1
8ea1fe8266dd,520375,173179,2018,6
8eb1baab2611,519087,171015,2014,8
8ecc2d6b960b,520049,172729,2017,3
8ed611549e6e,520001,171545,2017,26
8edf8f99913a,520024,171464,2013,1
8efccf9911a5,519440,172536,2019,3
8f028c0e7346,519964,173784,2014,1
8f1e5aa2ba5e,520805,172164,2018,7
8f237f10a44c,519199,172692,2014,1
8f2be953adf7,519711,171167,2014,4
8f2fec376638,519175,172765,2020,3
8f389927ee4c,518695,172610,2014,1
8f3b202e2cf2,519142,171530,2018,1
8f3b7eeacb65,521074,172260,2015,5
8f419734a04d,519971,174073,2018,1
8f42232843c3,519305,172695,2015,11
8f4b4b84777b,519633,170684,2016,8
8f500b5c6c38,520073,172549,2016,2
8f592dec19ab,520288,174382,2015,49
8f5e39bb32b4,520759,174424,2013,1
8f5fe045d46f,519142,172054,2017,10
8f69105967d9,519468,174390,2015,1
8f6cd39ec8ee,519745,172015,2019,1
8f73cb813a36,521313,173063,2013,6
8fa3f950752f,519407,170844,2014,3
8fa5b0f32b64,520949,174106,2019,17
8fa94bfd6cc8,518790,172689,2019,2
8fb4ac61c909,519545,170664,2016,3
8fc780c51f1a,521231,172390,2015,16
8fdd15ccb050,520598,172521,2013,7
8fe3b80f1264,519180,170770,2020,1
8ff0d8d0e29a,519892,171001,2015,18
8ff98c0b60e6,518860,172606,2014,1
90089de086f6,518572,172707,2020,6
9028a5a0faff,519451,170826,2013,1
9035d565a836,519260,170469,2014,3
903d09e552b8,519293,170585,2013,3
90495bcb91a0,519524,173475,2017,40
9055289709dd,521128,172379,2016,2
90553b66ae90,519208,174088,2019,10
9060c4bb314d,519027,171156,2013,2
90627598fc4a,518910,171524,2020,1
9065fdcc0b89,519767,173857,2013,1
9075a486f844,519398,174368,2017,1
907d149d041e,519207,170536,2015,3
908ac6451aa8,519200,174096,2014,2
9098f8885405,520675,172609,2014,3
909bac365d80,520012,173542,2020,4
90a19ddffcb8,519101,173772,2019,9
90a421aa8204,521148,172424,2016,3
90aa7d018e14,519671,173834,2014,3
90aef8c38137,521307,172437,2015,1
90bd13b23c1e,520655,172106,2017,57
90c13af1f30e,521112,173116,2017,12
90e02f8ede0f,519042,172258,2017,8
90f7bb0ce08e,520070,172630,2013,1
90f9c5b2e260,518663,172864,2014,1
910100ee7fdc,519729,171054,2019,5
9106679c1e8b,520344,173275,2016,1
9116a6d347c9,519902,173625,2020,4
911ecbf1c945,518918,172409,2020,2
9131355a480d,519216,170444,2014,16
913a372dd8cb,519997,173679,2020,3
9142bbf4c982,519616,171161,2014,4
91444d48e654,518850,172546,2019,14
914b21f2777f,520827,172129,2017,33
914e508974a3,519732,171446,2014,3
915d54ac8de5,520238,174369,2014,4
9160b815e231,519311,172825,2014,3
91610cb4bb84,521188,173165,2020,18
91867094ec66,520466,172536,2013,6
9186eebf143b,520015,171992,2015,3
919c92ea437f,520578,173998,2013,19
91ac1be3e703,520016,172682,2016,7
91b04108385d,520594,174057,2013,10
91b22a056daa,518915,172305,2015,2
91b338925328,521341,173360,2018,1
91c294cc382c,519985,171997,2016,1
91cc5ebb8a3c,519955,171234,2014,11
91cddb279688,521140,172150,2017,5
91d025a09843,519734,171440,2014,2
91de986e20a9,520218,171582,2014,2
91eb95ea0aa6,521368,172988,2016,3
91fcb1c07376,521305,173160,2020,1
920cf0200863,519811,171698,2013,2
92133f44e27e,521144,173564,2019,5
92254617b962,520779,172152,2017,53
9229da892be2,522234,173172,2014,10
9233ce50de26,519851,172047,2018,3
923408d8702d,520000,172669,2018,11
923b51ba5e34,519889,173748,2014,5
9245f6cefac1,519885,172020,2018,1
9248d71c1928,519665,172887,2015,1
92553c89eb9b,520654,173028,2017,3
9256b4c6bf71,518834,172753,2019,8
9262882d2f61,519626,171004,2013,3
92683bac8678,521271,172763,2020,2
9269e3013f0b,518565,173294,2020,2
926b98309521,518454,172916,2014,1
926d289a376f,519412,170716,2014,2
928071e0f6ff,521078,173323,2020,29
92854b82bf0b,520048,171984,2016,2
928f6ba70e39,519879,171315,2014,4
929dd1ce6f99,519975,172221,2015,3
92c30ef0bf4d,519568,173457,2020,1
92c68247a5db,521262,173519,2020,1
92cb8903232f,519723,170888,2016,46
92d597ae438f,520018,172007,2015,2
92d74718d47b,519406,173779,2017,8
92dfc4fa4f11,519607,173464,2020,4
92ed3f47384e,518924,173369,2014,3
92f01910da1a,518525,173455,2013,1
92fe97b8a7de,520184,172706,2020,3
9305a1b1eb65,521361,172512,2020,4
9316fcc27553,519088,171480,2013,1
9324addbf339,520098,172555,2014,2
93267f8724e0,520020,173525,2020,2
933a0ae98c10,521079,173328,2020,3
9352e0a48f08,520999,173666,2018,7
93580c0161b6,518474,172991,2013,2
9361068073bf,518660,172875,2019,2
936ba2e8d3f1,520754,174144,2014,2
9388ea1b9c35,518772,173163,2015,15
9392420c0cff,521250,172565,2016,28
93960ddc468d,520780,172169,2018,30
93a1b7170cf0,519841,172052,2014,1
93aac00af971,519483,171031,2013,1
93ae4e916c67,521393,173266,2014,15
93af44b99a3a,519690,171994,2014,1
93b28fc8d261,518507,172864,2015,2
93b909a96eb5,519495,173373,2018,2
93be02c36489,518780,172912,2018,3
93c435821ba1,518661,172858,2019,1
93c78e262e56,520329,172695,2018,1
93c97ef20601,521027,173578,2013,1
93db2e00fdbf,520591,174136,2013,4
93e726042b52,519584,172794,2017,1
93e892e44120,518986,171279,2013,1
93ff4cd3aee2,521014,173629,2019,6
94008343a3ba,521156,173095,2015,2
941479e7937e,519448,173418,2018,2
9414d3d4b0c2,519502,173378,2016,2
9424b929bb7a,519477,171043,2014,3
942618bad8cb,520805,174097,2015,10
942cb4548b81,519220,172693,2015,2
9445a54d36f0,520058,173369,2015,3
9448e6194bc1,520672,173828,2015,56
94569572a459,519562,172664,2020,2
945b8594f102,519177,172018,2018,38
945c0fc6f45f,519086,172634,2020,1
946c90f375b0,521306,173030,2020,1
94715d9ceca0,520226,172562,2014,2
947d905b5973,518916,172299,2020,3
948f9af391c2,519436,170741,2014,1
949094178bb1,518646,173498,2016,2
9493904b3296,518735,172546,2014,1
949628ee5d7e,520040,172458,2019,10
94abd0fc0270,520332,172663,2019,3
94b0051176d7,520027,172452,2017,11
94b2c8ab107b,520506,173962,2013,3
94bc25709a5d,519232,174032,2020,1
94bf731e1bdb,519738,171059,2020,2
94c8332cf300,518638,172748,2019,1
94cabe1620fe,520056,172046,2013,1
94cd015fc14d,519891,171354,2014,4
94e93dabc5d4,521318,174110,2020,1
94fcc30f3d62,520437,173224,2016,3
950451945f82,518808,171896,2014,1
95106e5fe493,518919,172213,2018,3
9513f4477747,520835,172225,2017,146
9533b376d8eb,520076,172025,2014,1
953560b8c2b1,518656,172550,2020,2
9536e19f2ee7,520410,171603,2015,19
95392c20f515,519593,173451,2020,4
953e6411e05e,520729,174179,2014,8
95402a89fc9e,521245,173655,2014,4
95412ce6a141,521174,174019,2013,4
9541f988cca7,519968,173290,2016,3
9542a002c824,518722,173412,2017,9
954bcaf11a95,519508,172564,2015,4
954f1716a1ab,520729,174176,2013,3
956193097b15,519587,172064,2015,5
9562fb0f9175,520935,174056,2013,1
9566cbfdb3cc,519931,172480,2014,1
957514619bcd,520174,174158,2013,1
9577d8b94613,519543,173648,2017,1
9578f95ced9b,520928,172020,2013,1
957a93c9c703,519891,174008,2013,2
958ca3efa2b8,519798,171975,2015,5
95a86effc8df,519968,173878,2013,1
95a9a22cdfe6,521342,173627,2014,2
95b4e4003ee9,519390,170555,2013,2
95bfcd508591,519438,171696,2014,4
95cd71002a66,520238,173975,2013,4
95ce46157b65,520003,172675,2018,1
95d342f90309,519178,173899,2013,1
95d6a7c6b1ab,520815,174277,2014,5
95dbc8a9fc6d,518450,173031,2013,20
95e4126bc1fc,519624,170694,2016,16
95e5b12669c4,518647,172835,2019,1
95f208980a22,519472,173357,2018,7
95f8fadc37a4,519090,171054,2017,3
9612b2afd0bf,518652,172502,2020,1
961c6a9f32c4,521016,173653,2013,1
96216cd3a9bf,519591,171457,2020,2
9622b0bc7b74,519106,172088,2017,7
9634736ea22b,520906,172158,2016,18
963b0e543e66,519838,173798,2014,2
963cd9b0a6f2,519203,172304,2018,10
9665182d2c52,521270,172623,2020,1
966582c1eb4e,519464,173664,2014,6
966a1968bef4,519547,173453,2018,8
9673d85a698f,520614,174139,2013,3
967518f5b316,518627,173644,2017,2
967aadb86643,520500,174097,2013,54
967cda40378e,519499,172706,2018,5
96842c2db4a1,520908,173075,2017,18
96a0cb1aa6ce,518938,172180,2016,5
96a398bf2acd,519518,173484,2018,10
96b9a2b0fc0e,519811,171715,2016,1
96bac9ea6463,519554,171170,2016,5
96cf6365a02b,519206,172660,2019,7
96d29bcb712e,519950,173899,2015,6
96d41d6aedf5,519684,172020,2019,2
96e1778a395d,518922,171770,2016,1
96e45929ed87,521263,174133,2014,1
96ed0fe624df,519444,174386,2014,15
96f126454030,520383,172630,2018,1
96f469de479f,519836,173110,2013,4
970c4c715761,519545,171690,2017,3
971a86417785,520023,173337,2016,1
97258c6a992b,519068,172661,2014,3
9726fd057c2a,519718,171974,2015,1
976ca5bf9728,519126,170984,2017,2
97814a265a2f,519555,173442,2015,2
97943d43308a,519595,173844,2014,2
979a6ffd7ed4,519493,172790,2019,10
97a92993fd37,520186,173324,2020,1
97b1ce329701,521072,173371,2020,5
97c2882f1e67,520260,171794,2015,1
97c2991081aa,519882,173986,2015,1
97d16c0b630e,520749,173532,2013,1
97d2e388246f,518501,172705,2020,13
97d4eeec6f4c,518689,173411,2014,1
97d5255afc89,519229,172682,2014,1
97d758f77550,520470,172515,2013,8
97da91a82c0a,518528,173639,2016,1
97e61a784371,518703,173398,2014,3
97ff2884af47,520766,174224,2019,21
97ffd30cd94f,519955,171171,2014,6
980bae40c62c,519802,173428,2015,6
9823c8e5eac7,519926,173430,2015,1
9825c2d83c2c,519774,171949,2019,1
983252238d80,520165,171758,2015,9
983ecf078736,520875,174375,2017,1
984f2c76cf94,518581,172698,2020,1
98643fd701e4,520148,171867,2014,5
9865f575d68c,519818,171214,2013,3
987aec7c7105,518917,172348,2016,3
989772f860da,518844,172618,2019,4
989a90cfdc0c,519454,170713,2014,3
989bb426803b,520773,173524,2017,28
98af8c490fd0,519615,172975,2015,3
98b99ba7490e,519734,171527,2014,3
98c65bce3f32,519129,172074,2017,8
98ca23ab9f4c,519177,172279,2014,1
98ccbb383cbb,520032,172056,2013,3
98ea8e743823,521040,172460,2016,14
98eb0639cc83,520997,174078,2016,1
98ed9f969cfd,518415,172753,2014,3
9909f1ede5fe,520271,174362,2016,2
9914208e57f0,519836,171400,2014,3
99146237b5c6,519547,173652,2020,10
99275f5cfedb,519612,171133,2014,4
992e03a05d0f,519470,172605,2020,1
9939a16833a1,519574,172849,2016,9
994fb82753da,519732,171726,2017,1
996ca5cdbe73,520307,172617,2013,6
9989b87d74db,519714,171727,2015,7
998bdc382499,519138,172783,2013,1
9991bb0ae9cc,521080,172260,2020,1
99ac9bb4a951,519790,172060,2019,2
99ad086dae87,519045,172633,2019,15
99d2eff09b08,519277,172694,2014,8
99d41a2a9645,519537,174124,2013,2
99e6ef3ce769,520453,171627,2015,8
99ea0570fdf0,519132,174364,2019,6
99f12ee4b589,520811,174155,2013,5
99f4ba887d12,520109,171529,2020,4
9a0246a2d23e,519466,170831,2014,2
9a0d8536af5c,520955,172092,2015,16
9a0ded766f50,518434,172859,2013,1
9a1c7cdeadea,519567,170849,2013,4
9a1cf7c4d2b0,520994,173639,2018,1
9a1e05e1dd09,519079,171013,2017,1
9a2499aa4bfa,520266,173282,2015,1
9a3096750741,519438,170804,2014,2
9a36b5b534db,521872,173701,2013,3
9a40b2f810b0,520448,171624,2015,2
9a47d4a2a90b,520867,172659,2014,2
9a50ca4ef33d,520593,173272,2017,2
9a658363c8eb,520343,172660,2016,2
9a724aa8de3f,521100,172330,2014,4
9a7beff027e5,521211,172483,2014,21
9a7bf2bf18e6,521027,174269,2017,6
9a8c28441752,519464,173381,2013,1
9a9dc3e8175f,519865,171984,2014,1
9aa156e11509,519652,172838,2013,1
9aa91822f5ee,519441,173399,2014,1
9aac76524313,519919,172381,2019,18
9ab38cc8375c,520844,174415,2020,1
9ab733ee57bb,521239,173650,2013,1
9aba8011e708,519638,171202,2015,5
9ac5c5b5e553,520138,174163,2013,1
9acbacdd18a4,520248,171743,2015,10
9ae02220f98d,520025,171759,2016,2
9aee7edae206,519752,172912,2019,3
9afea3f52f41,519531,171611,2014,2
9b115e0b75dd,519268,173027,2015,4
9b11b40aa36b,520949,174104,2016,4
9b236266fdd1,520540,174128,2020,3
9b27deb111cb,519471,172719,2015,2
9b32a287e270,519369,173703,2015,2
9b3497d1c0e7,520597,172566,2016,15
9b34bbae4f81,520014,173375,2017,2
9b41ba0abd10,519862,171856,2015,3
9b4cb0c2184d,519952,171877,2020,1
9b5b9d89d000,520411,173344,2013,1
9b5c95b1ee49,519467,173089,2013,2
9b63def311a7,519787,173933,2020,1
9b8440092a0c,519211,170567,2014,2
9b9084599215,519865,171690,2014,2
9b9141511dff,519659,172857,2016,2
9b971269e052,521831,172918,2015,3
9b9a5ffb0e6a,519734,171523,2014,1
9ba2ebe069df,519800,173860,2020,2
9ba3408b7859,521078,174269,2017,1
9ba395788ddd,519545,174426,2014,9
9ba6a2c84c4b,519149,171707,2017,4
9baaa711fece,520666,174051,2013,18
9bae508626ae,520311,173281,2016,5
9bb26e01d81f,519400,170848,2020,1
9bb3115eff28,518709,172658,2014,1
9bbf233a8182,520728,174276,2015,38
9be199caee59,519439,173418,2014,8
9be207ffad94,519092,172832,2020,3
9be2e65fe2ac,519490,174398,2020,2
9be7c34578f0,519412,173626,2013,2
9bed76a7d57c,519614,171619,2020,5
9bf1ce987b7f,520073,171385,2014,5
9bfeaa854e85,521347,173270,2014,1
9c01e6038322,520534,173965,2013,1
9c0c0a7b2080,519933,171850,2017,3
9c150a717fdc,519335,174016,2013,1
9c1ee72b4161,519108,171022,2017,1
9c3f49d26ed2,519142,170783,2020,3
9c475ec99cb9,520772,174462,2020,33
9c55b51ee44b,519509,171649,2018,9
9c585ef5dc8b,520590,173283,2017,2
9c65c741f315,519438,170793,2014,1
9c6cf7f08b1d,520721,172165,2017,38
9c6d59544e56,520107,171324,2020,1
9c6e45f17c7d,519590,172707,2017,1
9c73905cfd32,518879,172489,2015,1
9c79f52671c7,521369,173895,2013,4
9c7b7dd6dd1a,519858,171527,2020,1
9c92507ae833,519898,174058,2014,5
9c9cd12802ca,519108,171661,2013,3
9cb0b5de549a,519541,172730,2013,3
9cb0e04021f4,518634,173657,2019,11
9cb3339a9c9b,519727,171812,2014,1
9cbc9f69e55b,521028,173607,2018,3
9cc9332bd9a3,519911,173944,2014,5
9cd562388f64,521336,173827,2020,1
9cd623dc9d23,520867,172047,2018,9
9cf23bca7ba5,519210,170529,2020,5
9d04982679ef,519767,172014,2015,3
9d12962c3a67,520066,172232,2019,7
9d1367f819f3,520841,173568,2017,12
9d13a01f5030,519569,172640,2018,1
9d1f4021dd67,519998,173411,2015,22
9d1ff52510dd,520995,172126,2020,1
9d23fd1b86a0,520457,171632,2015,6
9d3338623419,519551,172065,2014,3
9d36aef9ed48,519947,173391,2018,3
9d3ad00ce7ad,518773,172443,2016,1
9d40c1724f93,519470,173366,2016,1
9d42da4189bb,519303,172500,2019,15
9d47eb91bbd2,518928,171484,2013,4
9d560c66a773,520995,173602,2020,13
9d6640f9c77c,519871,172012,2019,1
9d6c459adb0e,519642,171175,2015,4
9d6fde7d076d,520141,171377,2016,11
9d9283b2dac7,519918,172011,2019,1
